miRNA	miRDB score	site type	average
miR-579-3p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013008807584423627
miR-4715-3p	61	['6mer', '7mer-1a', '7mer-m8']	0.0012920564129484246
miR-4672	54	['6mer', '7mer-1a', '7mer-m8']	0.0012893456747053982
miR-5580-3p	51	['6mer', '7mer-1a', '7mer-m8']	0.0012065152606115068
miR-6865-3p	50	['6mer', '7mer-m8']	0.0011968568742571437
miR-499a-3p	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011750738622209897
miR-7160-5p	64	['6mer', '7mer-1a', '8mer-1a']	0.001171383851384942
miR-4793-3p	89	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001121862214503025
miR-4773	56	['6mer', '7mer-1a', '7mer-m8']	0.0011101861310985183
miR-6891-3p	55	['6mer', '7mer-m8']	0.0010666295574253664
miR-4675	62	['6mer', '8mer-1a']	0.0010545415800832403
miR-7845-5p	55	['8mer-1a']	0.0010460992034299356
miR-3190-3p	54	['6mer', '7mer-1a', '8mer-1a']	0.0010445812063458555
miR-4529-5p	64	['6mer', '7mer-1a', '7mer-m8']	0.0010424971060998894
miR-3680-5p	68	['6mer', '7mer-1a', '7mer-m8']	0.0010357256274116527
miR-4766-5p	50	['6mer', '7mer-1a', '7mer-m8']	0.0010334098738312477
miR-4684-3p	75	['6mer', '7mer-1a', '8mer-1a']	0.0010275160044672955
miR-513b-5p	60	['6mer', '7mer-1a', '7mer-m8']	0.0010268773066764124
miR-548ar-3p	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010236490217032557
miR-7161-5p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010228668841019892
miR-656-5p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001012180104540043
miR-1537-5p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001009952581647372
miR-1248	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0009700473593587343
miR-3159	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0009678413746463222
miR-6773-3p	54	['6mer', '7mer-m8']	0.0009676238275172265
miR-4796-3p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0009135907992717688
miR-551b-5p	93	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0008932962053515033
miR-548ak	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0008147705866296186
miR-6819-3p	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007940407831546496
miR-4639-3p	50	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000778428826281128
miR-4666a-5p	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007448440112292421
miR-6877-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007423526611270779
miR-5585-5p	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000741707560836957
miR-5003-5p	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007326618647674727
miR-4799-5p	65	['6mer', '7mer-1a', '7mer-m8']	0.0007294761838009908
miR-6833-5p	51	['7mer-1a', '7mer-m8', '8mer-1a']	0.0007247477466226743
miR-4999-3p	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000723955981539731
miR-4735-5p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007214932121684262
miR-5695	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007177186353904981
miR-885-3p	52	['6mer', '7mer-1a']	0.0006969720676897132
miR-466	82	['6mer', '8mer-1a']	0.000686363362584937
miR-4698	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006594051342313715
miR-3145-5p	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006558620899628523
miR-4637	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006526940366586615
miR-4743-3p	57	['6mer', '7mer-1a', '8mer-1a']	0.000645044353537855
miR-548j-3p	95	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006322006072680007
miR-3925-3p	54	['7mer-m8', '8mer-1a']	0.000632008060486691
miR-6890-5p	53	['6mer', '7mer-1a', '8mer-1a']	0.000632008060486691
miR-4448	65	['6mer', '7mer-m8', '8mer-1a']	0.0006216705364141424
miR-5696	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006211903240616937
miR-4659b-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006090081775999234
miR-548a-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006038717048464865
miR-4506	71	['6mer', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-1266-3p	58	['6mer', '8mer-1a']	0.0005808117038212916
miR-6732-3p	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-3133	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-4503	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00042963597437891234
miR-448	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00042963597437891234
miR-1273h-3p	50	['6mer', '7mer-1a', '7mer-m8']	0.0004238299049086347
miR-938	66	['6mer', '7mer-m8', '8mer-1a']	0.0004209853231941569
miR-96-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004209853231941569
miR-548an	92	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004126761601646296
miR-5687	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004086433794375223
miR-4670-3p	52	['6mer', '7mer-1a', '8mer-1a']	0.0004086433794375223
miR-4744	54	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003711633338900306
miR-545-3p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003711633338900306
miR-4470	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-4798-3p	59	['6mer', '7mer-1a', '8mer-1a']	0.0003657526661164984
miR-876-3p	61	['6mer', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-182-3p	59	['6mer', '7mer-m8']	0.00036153640313306174
miR-4507	59	['7mer-1a', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-7157-5p	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00034848064823802345
miR-548az-5p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00034655530150046746
miR-124-5p	52	['6mer', '7mer-1a', '7mer-m8']	0.00033906206632649107
miR-548at-3p	95	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00033906206632649107
miR-603	75	['6mer', '7mer-1a', '7mer-m8']	0.00033906206632649107
miR-767-3p	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00033906206632649107
miR-4804-3p	90	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003372391167679213
miR-4779	65	['6mer', '7mer-1a', '8mer-1a']	0.0003372391167679213
miR-802	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003372391167679213
miR-4432	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00033543566455665144
miR-3619-5p	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00032500742317329576
miR-4504	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003216739549582714
miR-4517	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003152080368503298
miR-1252-3p	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003120715864580447
miR-4659b-5p	50	['6mer', '7mer-1a', '7mer-m8']	0.00031052665230972933
miR-1265	81	['6mer', '7mer-1a', '8mer-1a']	0.00030598228721136396
miR-6823-5p	51	['6mer', '7mer-1a', '7mer-m8']	0.00030598228721136396
miR-4422	97	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00030598228721136396
miR-5579-5p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00030598228721136396
miR-4729	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003001260766310963
miR-3156-5p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0002864214945159384
miR-3119	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0002864214945159384
