miRNA	miRDB score	site type	average
miR-4639-3p	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000778428826281128
miR-3611	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007761912758793797
miR-4659a-5p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007628919712351257
miR-6741-5p	54	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007423526611270779
miR-6716-5p	78	['6mer', '8mer-1a']	0.0007423526611270779
miR-4716-5p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007423526611270779
miR-5003-5p	95	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007326618647674727
miR-4999-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000723955981539731
miR-3919	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000702676034520542
miR-6856-3p	55	['6mer', '7mer-1a', '7mer-m8']	0.0007008768913088682
miR-6809-5p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006877913950783047
miR-466	81	['6mer', '7mer-1a']	0.000686363362584937
miR-599	53	['6mer', '7mer-1a', '7mer-m8']	0.0006837586143511973
miR-4698	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006594051342313715
miR-3145-5p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006558620899628523
miR-4637	90	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006526940366586615
miR-4743-3p	76	['6mer', '7mer-m8', '8mer-1a']	0.000645044353537855
miR-6515-3p	55	['6mer', '7mer-m8', '8mer-1a']	0.0006407551147590143
miR-548j-3p	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006322006072680007
miR-6509-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006147874023450156
miR-548a-5p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006038717048464865
miR-3133	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-4506	60	['6mer', '7mer-1a', '7mer-m8']	0.0005808117038212916
miR-6780a-3p	54	['6mer', '7mer-1a', '7mer-m8']	0.0005808117038212916
miR-215-3p	93	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-4503	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00042963597437891234
miR-448	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00042963597437891234
miR-605-3p	52	['6mer', '8mer-1a']	0.0004086433794375223
miR-5687	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004086433794375223
miR-4670-3p	68	['6mer', '7mer-1a', '7mer-m8']	0.0004086433794375223
miR-545-3p	90	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003711633338900306
miR-218-2-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-4451	57	['6mer', '7mer-1a']	0.0003657526661164984
miR-1256	50	['6mer', '7mer-1a', '7mer-m8']	0.0003657526661164984
miR-4798-3p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-323b-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003646894076266656
miR-3692-3p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-182-3p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-7157-5p	74	['6mer', '7mer-1a', '7mer-m8']	0.00034848064823802345
miR-3663-3p	69	['6mer', '7mer-1a', '8mer-1a']	0.0003427677360503598
miR-603	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00033906206632649107
miR-548at-3p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00033906206632649107
miR-802	68	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003372391167679213
miR-3619-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00032500742317329576
miR-4504	89	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003216739549582714
miR-6499-3p	74	['6mer', '7mer-m8', '8mer-1a']	0.0003216739549582714
miR-4424	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00031363197033217044
miR-4774-5p	59	['6mer', '7mer-1a', '7mer-m8']	0.000312849832730904
miR-4659b-5p	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00031052665230972933
miR-5189-3p	50	['6mer', '7mer-1a', '7mer-m8']	0.00030598228721136396
miR-4422	86	['6mer', '7mer-1a', '7mer-m8']	0.00030598228721136396
miR-2467-5p	51	['7mer-1a', '7mer-m8']	0.00029798737870865443
miR-3914	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0002864214945159384
miR-3156-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0002864214945159384
