miRNA	miRDB score	site type	average
miR-4731-3p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001400777954862575
miR-4736	55	['6mer', '7mer-m8', '8mer-1a']	0.00139648375969325
miR-6779-3p	63	['6mer', '7mer-1a', '7mer-m8']	0.001386432835506842
miR-1303	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001386432835506842
miR-205-3p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013849261393266735
miR-6809-3p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013818375942756965
miR-632	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013585087377648035
miR-2278	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013353713279418986
miR-579-3p	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0013008807584423627
miR-4672	95	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0012893456747053982
miR-3149	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0012665484911818065
miR-3942-3p	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0012661420394521768
miR-499a-3p	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011750738622209897
miR-4780	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011510626075860657
miR-5002-5p	52	['6mer', '7mer-1a', '7mer-m8']	0.0011287336290594803
miR-3128	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011261818679803137
miR-4793-3p	52	['6mer', '7mer-1a', '7mer-m8']	0.001121862214503025
miR-4773	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011101861310985183
miR-3194-5p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011095202707463905
miR-6739-3p	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011037381427107928
miR-6720-5p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010674332918390865
miR-6891-3p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010666295574253664
miR-5586-3p	58	['6mer', '7mer-m8']	0.001065213748876461
miR-548at-5p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001063018047866222
miR-5693	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010553323572188688
miR-6849-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010403400398357324
miR-513b-5p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010268773066764124
miR-7161-5p	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010228668841019892
miR-656-5p	68	['6mer', '7mer-m8', '8mer-1a']	0.001012180104540043
miR-6858-3p	54	['6mer', '7mer-1a', '7mer-m8']	0.0010117953464571794
miR-1537-5p	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001009952581647372
miR-1229-5p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010017970270154485
miR-6754-3p	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0009850243831928736
miR-6855-5p	56	['6mer', '7mer-1a', '8mer-1a']	0.000971736329778807
miR-1248	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0009700473593587343
miR-3159	59	['6mer', '7mer-1a', '8mer-1a']	0.0009678413746463222
miR-6773-3p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0009676238275172265
miR-548ak	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0008147705866296186
miR-6740-3p	51	['6mer', '7mer-m8', '8mer-1a']	0.0007940407831546496
miR-6826-5p	62	['6mer', '7mer-1a', '7mer-m8']	0.0007940407831546496
miR-4639-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000778428826281128
miR-548ax	77	['6mer', '7mer-1a', '8mer-1a']	0.0007761912758793797
miR-3611	62	['6mer', '7mer-1a', '8mer-1a']	0.0007761912758793797
miR-4659a-5p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007628919712351257
miR-6753-3p	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000761069021676556
miR-4758-5p	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007554438962149894
miR-4716-5p	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007423526611270779
miR-6716-5p	54	['6mer', '7mer-m8', '8mer-1a']	0.0007423526611270779
miR-5585-5p	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000741707560836957
miR-5003-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007326618647674727
miR-892b	64	['6mer', '8mer-1a']	0.0007303173343957936
miR-4799-5p	51	['6mer', '7mer-1a', '7mer-m8']	0.0007294761838009908
miR-6833-5p	52	['6mer', '7mer-1a', '7mer-m8']	0.0007247477466226743
miR-4999-3p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000723955981539731
miR-4735-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007214932121684262
miR-5695	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007177186353904981
miR-6777-3p	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007080917046335291
miR-3919	61	['7mer-1a', '7mer-m8', '8mer-1a']	0.000702676034520542
miR-7855-5p	63	['6mer', '7mer-1a', '8mer-1a']	0.0007005984694595528
miR-466	89	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000686363362584937
miR-4662a-3p	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006856173678269586
miR-599	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006837586143511973
miR-4635	66	['6mer', '7mer-1a', '8mer-1a']	0.0006644416910086312
miR-4698	69	['6mer', '7mer-m8', '8mer-1a']	0.0006594051342313715
miR-6515-3p	76	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006407551147590143
miR-548j-3p	54	['6mer', '7mer-1a', '7mer-m8']	0.0006322006072680007
miR-5696	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006211903240616937
miR-4659b-3p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006090081775999234
miR-548a-5p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006038717048464865
miR-624-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006009718910890224
miR-4697-3p	56	['6mer', '7mer-1a', '7mer-m8']	0.0005808117038212916
miR-3133	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-6780a-3p	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-448	76	['6mer', '7mer-1a', '7mer-m8']	0.00042963597437891234
miR-5011-3p	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00042963597437891234
miR-4503	62	['6mer', '7mer-1a', '7mer-m8']	0.00042963597437891234
miR-1273h-3p	65	['6mer', '7mer-1a', '7mer-m8']	0.0004238299049086347
miR-938	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004209853231941569
miR-548an	71	['6mer', '7mer-m8', '8mer-1a']	0.0004126761601646296
miR-3925-5p	92	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004086433794375223
miR-1257	53	['6mer', '7mer-1a']	0.00038482612464041404
miR-4434	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00038482612464041404
miR-5587-5p	57	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003711633338900306
miR-6866-5p	68	['6mer', '7mer-1a', '8mer-1a']	0.0003711633338900306
miR-4747-5p	55	['6mer', '7mer-1a', '8mer-1a']	0.0003711633338900306
miR-545-3p	94	['6mer', '7mer-1a', '7mer-m8']	0.0003711633338900306
miR-1256	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-876-3p	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-323b-5p	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003646894076266656
miR-3928-5p	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003646894076266656
miR-182-3p	55	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-3692-3p	83	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-6791-3p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-937-5p	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00034848064823802345
miR-7157-5p	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00034848064823802345
miR-519e-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00034655530150046746
miR-548az-5p	65	['6mer', '7mer-1a', '7mer-m8']	0.00034655530150046746
miR-548at-3p	58	['6mer', '7mer-1a']	0.00033906206632649107
miR-603	61	['6mer', '7mer-1a', '7mer-m8']	0.00033906206632649107
miR-802	76	['6mer', '7mer-1a', '8mer-1a']	0.0003372391167679213
miR-3619-5p	84	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00032500742317329576
miR-3689f	50	['6mer', '7mer-1a', '7mer-m8']	0.0003168000236363612
miR-4424	76	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00031363197033217044
miR-7111-3p	58	['6mer', '7mer-1a', '8mer-1a']	0.00031363197033217044
miR-3682-5p	78	['6mer', '7mer-m8', '8mer-1a']	0.000312849832730904
miR-6830-3p	65	['6mer', '7mer-1a', '8mer-1a']	0.00031052665230972933
miR-4659b-5p	85	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00031052665230972933
miR-1265	52	['6mer', '7mer-1a', '8mer-1a']	0.00030598228721136396
miR-4422	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00030598228721136396
miR-1225-5p	55	['6mer', '7mer-1a', '8mer-1a']	0.0003008458144579261
miR-4729	63	['6mer', '7mer-1a', '7mer-m8']	0.0003001260766310963
miR-544b	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00029798737870865443
miR-3119	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0002864214945159384
miR-3156-5p	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0002864214945159384
miR-378g	57	['6mer', '7mer-1a', '8mer-1a']	0.00027511523491367503
