miRNA	miRDB score	site type	average
miR-4672	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0012893456747053982
miR-3149	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0012665484911818065
miR-5580-3p	57	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0012065152606115068
miR-6865-3p	64	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011968568742571437
miR-4654	50	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011809862198851689
miR-499a-3p	78	['6mer', '7mer-1a', '7mer-m8']	0.0011750738622209897
miR-5583-3p	50	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011398873738034856
miR-5002-5p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011287336290594803
miR-5087	62	['6mer', '7mer-1a', '7mer-m8']	0.0011188658546471258
miR-3194-5p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0011095202707463905
miR-7158-3p	79	['6mer', '7mer-1a', '7mer-m8']	0.0011061123696126942
miR-5584-5p	59	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010913993127297096
miR-670-5p	62	['6mer', '7mer-1a', '7mer-m8']	0.0010655662989355339
miR-548at-5p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.001063018047866222
miR-5693	52	['6mer', '7mer-1a', '8mer-1a']	0.0010553323572188688
miR-433-5p	57	['6mer', '7mer-m8', '8mer-1a']	0.0010495581519732308
miR-3190-3p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010445812063458555
miR-4529-5p	52	['6mer', '7mer-1a']	0.0010424971060998894
miR-4766-5p	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010334098738312477
miR-513b-5p	57	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010268773066764124
miR-548ar-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010236490217032557
miR-7161-5p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0010228668841019892
miR-6754-3p	67	['6mer', '7mer-1a', '7mer-m8']	0.0009850243831928736
miR-1248	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0009700473593587343
miR-4796-3p	58	['6mer', '7mer-1a', '7mer-m8']	0.0009135907992717688
miR-551b-5p	96	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0008932962053515033
miR-548ak	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0008147705866296186
miR-7113-3p	77	['6mer', '7mer-m8', '8mer-1a']	0.0007949932387986653
miR-6819-3p	81	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007940407831546496
miR-1226-5p	50	['6mer', '7mer-1a', '7mer-m8']	0.0007940407831546496
miR-6826-5p	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007940407831546496
miR-3611	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007761912758793797
miR-548ax	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007761912758793797
miR-4659a-5p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007628919712351257
miR-4758-5p	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007554438962149894
miR-4428	62	['6mer', '8mer-1a']	0.0007513099293371837
miR-4716-5p	62	['6mer', '7mer-1a', '7mer-m8']	0.0007423526611270779
miR-6877-3p	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007423526611270779
miR-6822-5p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007423526611270779
miR-5585-5p	75	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000741707560836957
miR-4727-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000740124320368539
miR-5003-5p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007326618647674727
miR-892b	51	['6mer', '7mer-1a']	0.0007303173343957936
miR-4799-5p	63	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007294761838009908
miR-4999-3p	78	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.000723955981539731
miR-4735-5p	51	['6mer', '7mer-1a', '7mer-m8']	0.0007214932121684262
miR-5695	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0007177186353904981
miR-4774-3p	57	['6mer', '7mer-1a', '7mer-m8']	0.0007157020505531899
miR-6777-3p	50	['6mer', '7mer-1a', '7mer-m8']	0.0007080917046335291
miR-7855-5p	59	['6mer', '7mer-1a', '7mer-m8']	0.0007005984694595528
miR-466	70	['6mer', '7mer-1a', '7mer-m8']	0.000686363362584937
miR-4662a-3p	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006856173678269586
miR-599	67	['6mer', '7mer-1a', '8mer-1a']	0.0006837586143511973
miR-4430	55	['7mer-m8', '8mer-1a']	0.0006763011830944124
miR-6873-5p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006708905153208809
miR-4635	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006644416910086312
miR-4698	52	['6mer', '7mer-1a', '7mer-m8']	0.0006594051342313715
miR-3660	52	['6mer', '7mer-1a', '7mer-m8']	0.0006436135505082859
miR-548j-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006322006072680007
miR-4448	66	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006216705364141424
miR-4659b-3p	51	['6mer', '7mer-1a', '7mer-m8']	0.0006090081775999234
miR-548a-5p	60	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0006038717048464865
miR-4523	52	['6mer', '7mer-m8', '8mer-1a']	0.0005844088732245929
miR-6732-3p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-4506	58	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0005808117038212916
miR-3133	51	['6mer', '7mer-1a', '7mer-m8']	0.0005808117038212916
miR-4503	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00042963597437891234
miR-448	92	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00042963597437891234
miR-938	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004209853231941569
miR-548an	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004126761601646296
miR-3925-5p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004086433794375223
miR-5687	61	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004086433794375223
miR-4670-3p	70	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004086433794375223
miR-4744	59	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003711633338900306
miR-545-3p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003711633338900306
miR-6865-5p	51	['6mer', '7mer-m8']	0.0003711633338900306
miR-6866-5p	69	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003711633338900306
miR-1256	86	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-876-3p	53	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-4474-5p	80	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-4470	64	['6mer', '7mer-1a', '7mer-m8']	0.0003657526661164984
miR-4451	87	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003657526661164984
miR-323b-5p	74	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003646894076266656
miR-6750-5p	67	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-182-3p	57	['6mer', '7mer-m8', '8mer-1a']	0.00036153640313306174
miR-7157-5p	77	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00034848064823802345
miR-548az-5p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00034655530150046746
miR-3663-3p	62	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003427677360503598
miR-603	91	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00033906206632649107
miR-4804-3p	56	['6mer', '7mer-1a', '7mer-m8']	0.0003372391167679213
miR-802	82	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003372391167679213
miR-4432	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00033543566455665144
miR-3619-5p	53	['6mer', '7mer-1a', '7mer-m8']	0.00032500742317329576
miR-4504	79	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003216739549582714
miR-6839-3p	56	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003216739549582714
miR-7703	73	['6mer', '7mer-1a', '7mer-m8']	0.0003216739549582714
miR-3689f	61	['6mer', '7mer-1a', '8mer-1a']	0.0003168000236363612
miR-7843-3p	72	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0003152080368503298
miR-4659b-5p	65	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00031052665230972933
miR-3132	58	['6mer', '7mer-1a', '7mer-m8']	0.00030598228721136396
miR-5189-3p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00030598228721136396
miR-5579-5p	73	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00030598228721136396
miR-4422	88	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.00030598228721136396
miR-544b	57	['6mer', '7mer-1a', '7mer-m8']	0.00029798737870865443
miR-3156-5p	71	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0002864214945159384
