Virus	miRNA	MSA_start	MSA_end	UTR_start	UTR_end	Site_type	miRNA in this species	ORF_overlap	miRDB score	Locus_start	Locus_end	Protein_start	Protein_end
229E	miR-302c-5p	2629	2635	2629	2635	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	26534	26540	26534	26540	7mer-1a	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
229E	miR-302c-5p	3369	3376	3369	3376	8mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	3835	3840	3835	3840	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	3856	3862	3856	3862	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	3955	3960	3955	3960	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	4093	4099	4093	4099	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	4165	4170	4165	4170	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5125	5130	5125	5130	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5353	5358	5353	5358	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5370	5376	5370	5376	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5932	5938	5932	5938	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5998	6003	5998	6003	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6156	6163	6156	6163	8mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6364	6369	6364	6369	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6805	6810	6805	6810	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6843	6849	6843	6849	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	7546	7551	7546	7551	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	8032	8037	8032	8037	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	8437	8442	8437	8442	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	912	917	912	917	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	9779	9785	9779	9785	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	10081	10086	10081	10086	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	10261	10267	10261	10267	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	10417	10422	10417	10422	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	10678	10684	10678	10684	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	1128	1135	1128	1135	8mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	11407	11412	11407	11412	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	11916	11923	11916	11923	8mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	12022	12027	12022	12027	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	12181	12187	12181	12187	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	12690	12696	12690	12696	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	1305	1311	1305	1311	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	13553	13559	13553	13559	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	14281	14288	14281	14288	8mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	14636	14642	14636	14642	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	15708	15713	15708	15713	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	1588	1593	1588	1593	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	16356	16361	16356	16361	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	16764	16769	16764	16769	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	17661	17666	17661	17666	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	17676	17682	17676	17682	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	17922	17927	17922	17927	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	18648	18653	18648	18653	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	18750	18755	18750	18755	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	19794	19800	19794	19800	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	20039	20044	20039	20044	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	20250	20255	20250	20255	6mer	x	0	99	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-302c-5p	21541	21546	21541	21546	6mer	x	0	99	S	S	surface glycoprotein	surface glycoprotein
229E	miR-302c-5p	2158	2163	2158	2163	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	21706	21712	21706	21712	7mer-1a	x	0	99	S	S	surface glycoprotein	surface glycoprotein
229E	miR-302c-5p	23002	23007	23002	23007	6mer	x	0	99	S	S	surface glycoprotein	surface glycoprotein
229E	miR-302c-5p	23077	23082	23077	23082	6mer	x	0	99	S	S	surface glycoprotein	surface glycoprotein
229E	miR-302c-5p	23380	23385	23380	23385	6mer	x	0	99	S	S	surface glycoprotein	surface glycoprotein
229E	miR-302c-5p	23623	23628	23623	23628	6mer	x	0	99	S	S	surface glycoprotein	surface glycoprotein
229E	miR-302c-5p	23673	23679	23673	23679	7mer-m8	x	0	99	S	S	surface glycoprotein	surface glycoprotein
229E	miR-302c-5p	24129	24134	24129	24134	6mer	x	0	99	4a	4a	4a protein	4a protein
229E	miR-302c-5p	24785	24790	24785	24790	6mer	x	0	99	E	E	envelope protein	envelope protein
229E	miR-302c-5p	2481	2487	2481	2487	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	2629	2635	2629	2635	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	26534	26540	26534	26540	7mer-1a	x	0	99	N	N	nucleocapsid protein	nucleocapsid protein
229E	miR-302c-5p	3369	3376	3369	3376	8mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	3835	3840	3835	3840	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	3856	3862	3856	3862	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	3955	3960	3955	3960	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	4093	4099	4093	4099	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	4165	4170	4165	4170	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5125	5130	5125	5130	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5353	5358	5353	5358	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5370	5376	5370	5376	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5932	5938	5932	5938	7mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	5998	6003	5998	6003	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6156	6163	6156	6163	8mer-1a	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6364	6369	6364	6369	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6805	6810	6805	6810	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	6843	6849	6843	6849	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	7546	7551	7546	7551	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	8032	8037	8032	8037	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	8437	8442	8437	8442	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	912	917	912	917	6mer	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-302c-5p	9779	9785	9779	9785	7mer-m8	x	0	99	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	10735	10741	10735	10741	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	10831	10838	10831	10838	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	12961	12968	12961	12968	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	1445	1452	1445	1452	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	1487	1493	1487	1493	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	15475	15481	15475	15481	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	15546	15552	15546	15552	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	17082	17088	17082	17088	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	17249	17255	17249	17255	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	18245	18251	18245	18251	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	19150	19156	19150	19156	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	19759	19765	19759	19765	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	2318	2325	2318	2325	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	24100	24105	24100	24105	6mer	x	0	98	4a	4a	4a protein	4a protein
229E	miR-6715a-3p	25126	25133	25126	25133	8mer-1a	x	0	98	M	M	membrane protein	membrane protein
229E	miR-6715a-3p	2537	2542	2537	2542	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	3604	3610	3604	3610	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	4564	4569	4564	4569	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	7661	7667	7661	7667	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8195	8200	8195	8200	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8432	8438	8432	8438	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8479	8485	8479	8485	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8858	8863	8858	8863	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	9190	9196	9190	9196	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	10735	10741	10735	10741	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	10831	10838	10831	10838	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	12961	12968	12961	12968	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	1445	1452	1445	1452	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	1487	1493	1487	1493	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	15475	15481	15475	15481	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	15546	15552	15546	15552	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	17082	17088	17082	17088	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	17249	17255	17249	17255	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	18245	18251	18245	18251	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	19150	19156	19150	19156	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	19759	19765	19759	19765	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-6715a-3p	2318	2325	2318	2325	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	24100	24105	24100	24105	6mer	x	0	98	4a	4a	4a protein	4a protein
229E	miR-6715a-3p	25126	25133	25126	25133	8mer-1a	x	0	98	M	M	membrane protein	membrane protein
229E	miR-6715a-3p	2537	2542	2537	2542	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	3604	3610	3604	3610	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	4564	4569	4564	4569	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	7661	7667	7661	7667	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8195	8200	8195	8200	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8432	8438	8432	8438	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8479	8485	8479	8485	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	8858	8863	8858	8863	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-6715a-3p	9190	9196	9190	9196	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	1381	1387	1381	1387	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	1471	1477	1471	1477	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	14808	14813	14808	14813	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-4291	16613	16620	16613	16620	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-4291	18672	18677	18672	18677	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-4291	21280	21285	21280	21285	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-4291	22732	22737	22732	22737	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-4291	22792	22798	22792	22798	7mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-4291	24162	24168	24162	24168	7mer-1a	x	0	98	4a	4a	4a protein	4a protein
229E	miR-4291	25422	25427	25422	25427	6mer	x	0	98	M	M	membrane protein	membrane protein
229E	miR-4291	26561	26566	26561	26566	6mer	x	0	98	N	N	nucleocapsid protein	nucleocapsid protein
229E	miR-4291	26794	26801	26794	26801	8mer-1a	x	0	98	N	N	nucleocapsid protein	nucleocapsid protein
229E	miR-4291	3307	3312	3307	3312	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	3567	3573	3567	3573	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	5082	5089	5082	5089	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	5188	5193	5188	5193	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	5554	5560	5554	5560	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	7617	7624	7617	7624	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	8874	8880	8874	8880	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	1381	1387	1381	1387	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	1471	1477	1471	1477	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	14808	14813	14808	14813	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-4291	16613	16620	16613	16620	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-4291	18672	18677	18672	18677	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-4291	21280	21285	21280	21285	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-4291	22732	22737	22732	22737	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-4291	22792	22798	22792	22798	7mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-4291	24162	24168	24162	24168	7mer-1a	x	0	98	4a	4a	4a protein	4a protein
229E	miR-4291	25422	25427	25422	25427	6mer	x	0	98	M	M	membrane protein	membrane protein
229E	miR-4291	26561	26566	26561	26566	6mer	x	0	98	N	N	nucleocapsid protein	nucleocapsid protein
229E	miR-4291	26794	26801	26794	26801	8mer-1a	x	0	98	N	N	nucleocapsid protein	nucleocapsid protein
229E	miR-4291	3307	3312	3307	3312	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	3567	3573	3567	3573	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	5082	5089	5082	5089	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	5188	5193	5188	5193	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	5554	5560	5554	5560	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	7617	7624	7617	7624	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-4291	8874	8880	8874	8880	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	10347	10352	10347	10352	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	1127	1134	1127	1134	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	11691	11696	11691	11696	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	11916	11922	11916	11922	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	12814	12820	12814	12820	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	1305	1311	1305	1311	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	13553	13559	13553	13559	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	14281	14287	14281	14287	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	14635	14642	14635	14642	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	16048	16054	16048	16054	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	16907	16912	16907	16912	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	17255	17260	17255	17260	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	2084	2090	2084	2090	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	21887	21893	21887	21893	7mer-m8	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	22023	22028	22023	22028	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	22509	22514	22509	22514	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	22556	22562	22556	22562	7mer-m8	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	23673	23679	23673	23679	7mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	2480	2487	2480	2487	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	25058	25064	25058	25064	7mer-m8	x	0	98	M	M	membrane protein	membrane protein
229E	miR-3143	27120	27125	27120	27125	6mer	x	0	98				
229E	miR-3143	3369	3375	3369	3375	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	3470	3475	3470	3475	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	474	479	474	479	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	6156	6162	6156	6162	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	6672	6677	6672	6677	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	6843	6849	6843	6849	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	9309	9314	9309	9314	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	9779	9785	9779	9785	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	10347	10352	10347	10352	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	1127	1134	1127	1134	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	11691	11696	11691	11696	6mer	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	11916	11922	11916	11922	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	12814	12820	12814	12820	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	1305	1311	1305	1311	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	13553	13559	13553	13559	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	14281	14287	14281	14287	7mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	14635	14642	14635	14642	8mer-1a	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	16048	16054	16048	16054	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	16907	16912	16907	16912	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	17255	17260	17255	17260	6mer	x	0	98	1ab	1ab	replicase polyprotein 1ab	replicase polyprotein 1ab
229E	miR-3143	2084	2090	2084	2090	7mer-m8	x	0	98	1ab	1ab	replicase polyprotein 1a	replicase polyprotein 1a
229E	miR-3143	21887	21893	21887	21893	7mer-m8	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	22023	22028	22023	22028	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	22509	22514	22509	22514	6mer	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	22556	22562	22556	22562	7mer-m8	x	0	98	S	S	surface glycoprotein	surface glycoprotein
229E	miR-3143	23673	23679	23673	23679	7mer-1a	x	0	98	S	S	surface glycoprotein	surface glycoprotein
