miRNA	miRDB score	site type	average
miR-323b-3p	52	['6mer', '7mer-1a', '7mer-m8']	0.038515033468527034
miR-675-3p	52	['6mer', '7mer-1a', '7mer-m8']	0.2515189386256204
miR-4433b-3p	52	['6mer', '7mer-m8', '8mer-1a']	0.011225152423752384
miR-338-3p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	4.638347379242531
miR-3667-5p	51	['6mer', '7mer-1a', '7mer-m8']	0.0016307795390367856
miR-190a-3p	51	['6mer', '7mer-1a', '8mer-1a']	0.006087058929090386
miR-3622b-3p	51	['6mer', '7mer-1a', '7mer-m8']	0.004395891879036199
miR-96-3p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.0004209853231941569
miR-3622a-3p	51	['6mer', '7mer-1a', '7mer-m8']	0.029872907366863197
miR-20b-3p	51	['6mer', '7mer-1a', '7mer-m8']	0.010909535226823298
miR-5683	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.1326572374784623
miR-539-3p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01290270280894342
miR-1286	51	['6mer', '7mer-1a', '7mer-m8']	0.0017335851774523726
miR-3619-3p	51	['6mer', '7mer-1a', '7mer-m8', '8mer-1a']	0.01270722127044717
miR-5003-3p	51	['6mer', '7mer-1a', '7mer-m8']	0.012096247284859219
miR-570-5p	50	['6mer', '7mer-1a', '7mer-m8']	0.0006116193490408249
miR-3187-3p	50	['6mer', '7mer-m8']	0.008952836491438246
miR-1287-5p	50	['6mer', '7mer-m8', '8mer-1a']	1.1355081847951063
miR-548ag	50	['6mer', '7mer-1a', '7mer-m8']	0.0016833472956619617
miR-3620-3p	50	['6mer', '7mer-m8']	0.007044374065334293
